cik,company,period_of_report,gvkey,datadate,filename,can_label,qualified,label,bankruptcy_prediction_split,bankruptcy_date_1,bankruptcy_date_2,bankruptcy_date_3,filing_date,cik_year,gc_list,year,accessionNumber,form,primaryDocument,isXBRL,reportDateIndex,revenue,sga_expenses,gross_profit,cost_of_goods_sold,operating_expenses,operating_income,interest_expense,pretax_income,income_taxes,net_income,earnings_per_share_basic,earnings_per_share_diluted,goodwill,assets,current_assets,noncurrent_assets,cash_and_cash_equivalents,short_term_investments,accounts_receivable,inventory,property_plant_and_equipment_net,accounts_payable,current_liabilities,long_term_debt,noncurrent_liabilities,liabilities,net_cash_from_operating_activities,net_cash_from_investing_activities,net_cash_from_financing_activities,cash_end_of_period,depreciation_and_amortization,capital_expenditures,accumulated_other_comprehensive_income,stockholders_equity
766421,"ALASKA AIR GROUP, INC.",2020-12-31,1230,31/12/2020,/2020/766421_10K_2020_0000766421-21-000018.json,True,Yes,False,test,,,,2021-02-26,766421__2020,[],2021,0000766421-21-000018,10-K,alk-20201231.htm,1,340,3566000000.000000,101000000.000000,,90000000.000000,101000000.000000,17000000.000000,128000000.000000,-1324000000.000000,-65000000.000000,-1775000000.000000,-10.720000,-10.720000,1943000000.000000,14046000000.000000,4006000000.000000,123000000.000000,3346000000.000000,4293000000.000000,480000000.000000,57000000.000000,1398000000.000000,1138000000.000000,665000000.000000,2357000000.000000,665000000.000000,2988000000.000000,-202000000.000000,22000000.000000,58000000.000000,-202000000.000000,420000000.000000,206000000.000000,,2988000000.000000
1368457,ALBERTO-CULVER CO,2006-09-30,1239,30/09/2006,/2006/1368457_10K_2006_0001193125-06-252473.json,True,Yes,False,train,,,,2006-12-13,1368457__2006,[],2006,0001193125-06-252473,10-K,d10k.htm,0,295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368457,ALBERTO-CULVER CO,2007-09-30,1239,30/09/2007,/2007/1368457_10K_2007_0001193125-07-255001.json,True,Yes,False,train,,,,2007-11-28,1368457__2007,[],2007,0001193125-07-255001,10-K,d10k.htm,0,243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368457,ALBERTO-CULVER CO,2008-09-30,1239,30/09/2008,/2008/1368457_10K_2008_0001193125-08-243421.json,True,Yes,False,train,,,,2008-11-25,1368457__2008,[],2008,0001193125-08-243421,10-K,d10k.htm,0,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368457,ALBERTO-CULVER CO,2009-09-30,1239,30/09/2009,/2009/1368457_10K_2009_0001193125-09-241446.json,True,Yes,False,train,,,,2009-11-24,1368457__2009,[],2009,0001193125-09-241446,10-K,d10k.htm,0,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368457,ALBERTO-CULVER CO,2010-09-30,1239,30/09/2010,/2010/1368457_10K_2010_0001193125-10-267609.json,True,Yes,False,train,,,,2010-11-23,1368457__2010,[],2010,0001193125-10-267609,10-K,d10k.htm,1,52,1597233000.000000,596124000.000000,834676000.000000,762557000.000000,,220168000.000000,-2324000.000000,155310000.000000,-2324000.000000,220168000.000000,1.590000,1.560000,521204000.000000,1878275000.000000,804104000.000000,48101000.000000,301978000.000000,53706000.000000,283183000.000000,5252000.000000,247049000.000000,126916000.000000,283424000.000000,53706000.000000,48101000.000000,1324612000.000000,105208000.000000,105208000.000000,105208000.000000,1863000.000000,26658000.000000,25833000.000000,,1324612000.000000
3333,ALBERTSONS INC /DE/,2004-01-29,1240,31/01/2004,/2004/3333_10K_2004_0000003333-04-000014.json,True,Yes,False,train,,,,2004-03-29,3333__2004,[],2004,0000003333-04-000014,10-K,abs10k03.txt,0,229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,ALBERTSONS INC /DE/,2005-02-03,1240,31/01/2005,/2005/3333_10K_2005_0000891020-05-000080.json,True,Yes,False,train,,,,2005-03-31,3333__2005,[],2005,0000891020-05-000080,10-K,v07413e10vk.htm,0,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,ALBERTSONS INC /DE/,2006-02-02,1240,31/01/2006,/2006/3333_10K_2006_0000891020-06-000071.json,True,Yes,False,train,,,,2006-03-29,3333__2006,[],2006,0000891020-06-000071,10-K,v18837e10vk.htm,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,ALCAN INC,2003-12-31,1243,31/12/2003,/2003/4285_10K_2003_0000004285-04-000004.json,True,Yes,False,train,,,,2004-03-15,4285__2003,[],2004,0000004285-04-000004,10-K,form10k.htm,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,ALCAN INC,2004-12-31,1243,31/12/2004,/2004/4285_10K_2004_0001003297-05-000061.json,True,Yes,False,train,,,,2005-03-16,4285__2004,[],2005,0001003297-05-000061,10-K,alcanform10k1.htm,0,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,ALCAN INC,2005-12-31,1243,31/12/2005,/2005/4285_10K_2005_0000004285-06-000006.json,True,Yes,False,train,,,,2006-03-09,4285__2005,[],2006,0000004285-06-000006,10-K,form10k.htm,0,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,IKON OFFICE SOLUTIONS INC,2004-09-30,1246,30/09/2004,/2004/3370_10K_2004_0001193125-04-211197.json,True,Yes,False,train,,,,2004-12-10,3370__2004,[],2004,0001193125-04-211197,10-K,d10k.htm,0,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,IKON OFFICE SOLUTIONS INC,2005-09-30,1246,30/09/2005,/2005/3370_10K_2005_0000893220-05-002873.json,True,Yes,False,train,,,,2005-12-09,3370__2005,[],2005,0000893220-05-002873,10-K,w15262e10vk.htm,0,578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,IKON OFFICE SOLUTIONS INC,2006-09-30,1246,30/09/2006,/2006/3370_10K_2006_0000893220-06-002565.json,True,Yes,False,train,,,,2006-12-01,3370__2006,[],2006,0000893220-06-002565,10-K,w26203e10vk.htm,0,427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,IKON OFFICE SOLUTIONS INC,2007-09-30,1246,30/09/2007,/2007/3370_10K_2007_0000893220-07-003851.json,True,Yes,False,train,,,,2007-11-29,3370__2007,[],2007,0000893220-07-003851,10-K,w42979e10vk.htm,0,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2003-12-31,1254,31/12/2003,/2003/3453_10K_2003_0000003453-04-000010.json,True,Yes,False,train,,,,2004-03-08,3453__2003,[],2004,0000003453-04-000010,10-K,form_10k03.txt,0,888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2004-12-31,1254,31/12/2004,/2004/3453_10K_2004_0000003453-05-000019.json,True,Yes,False,train,,,,2005-03-08,3453__2004,[],2005,0000003453-05-000019,10-K,form_10-k.txt,0,792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2005-12-31,1254,31/12/2005,/2005/3453_10K_2005_0000003453-06-000008.json,True,Yes,False,train,,,,2006-02-24,3453__2005,[],2006,0000003453-06-000008,10-K,form_10-k.txt,0,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2006-12-31,1254,31/12/2006,/2006/3453_10K_2006_0000003453-07-000009.json,True,Yes,False,train,,,,2007-02-26,3453__2006,[],2007,0000003453-07-000009,10-K,form_10-k.txt,0,636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2007-12-31,1254,31/12/2007,/2007/3453_10K_2007_0000003453-08-000010.json,True,Yes,False,train,,,,2008-02-28,3453__2007,[],2008,0000003453-08-000010,10-K,form10k_htm.htm,0,549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2008-12-31,1254,31/12/2008,/2008/3453_10K_2008_0000003453-09-000012.json,True,Yes,False,train,,,,2009-02-27,3453__2008,[],2009,0000003453-09-000012,10-K,form10-k.htm,0,456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2009-12-31,1254,31/12/2009,/2009/3453_10K_2009_0000003453-10-000006.json,True,Yes,False,train,,,,2010-02-26,3453__2009,[],2010,0000003453-10-000006,10-K,form10-k.htm,0,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3453,ALEXANDER & BALDWIN INC,2010-12-31,1254,31/12/2010,/2010/3453_10K_2010_0000003453-11-000006.json,True,Yes,False,train,,,,2011-02-25,3453__2010,[],2011,0000003453-11-000006,10-K,form10k.htm,1,300,1646000000.000000,158000000.000000,,62000000.000000,85000000.000000,6000000.000000,26000000.000000,92000000.000000,38000000.000000,109000000.000000,2.230000,2.220000,,2495000000.000000,264000000.000000,135000000.000000,14000000.000000,353000000.000000,165000000.000000,329000000.000000,1651000000.000000,136000000.000000,135000000.000000,386000000.000000,1006000000.000000,1136000000.000000,-1000000.000000,0.000000,-2000000.000000,0.000000,107000000.000000,,,1136000000.000000
3453,ALEXANDER & BALDWIN INC,2011-12-31,1254,31/12/2011,/2011/3453_10K_2011_0000003453-12-000026.json,True,Yes,False,train,,,,2012-02-28,3453__2011,[],2012,0000003453-12-000026,10-K,form10k.htm,1,223,1722000000.000000,154000000.000000,,67000000.000000,386000000.000000,0.000000,25000000.000000,34000000.000000,32000000.000000,114000000.000000,0.820000,0.810000,,2544000000.000000,275000000.000000,32000000.000000,22000000.000000,278000000.000000,173000000.000000,347000000.000000,1634000000.000000,52000000.000000,168000000.000000,507000000.000000,1143000000.000000,1123000000.000000,86000000.000000,-71000000.000000,-7000000.000000,0.000000,109000000.000000,11000000.000000,,1123000000.000000
3453,"MATSON, INC.",2012-12-31,1254,31/12/2012,/2012/3453_10K_2012_0001104659-13-016637.json,True,Yes,False,train,,,,2013-03-01,3453__2012,[],2013,0001104659-13-016637,10-K,a12-29099_110k.htm,1,105,1560000000.000000,119800000.000000,,,1338100000.000000,96700000.000000,11700000.000000,-500000.000000,33000000.000000,96700000.000000,1.090000,1.080000,,1174300000.000000,234100000.000000,28600000.000000,19900000.000000,193400000.000000,174700000.000000,59600000.000000,762500000.000000,16400000.000000,108000000.000000,302700000.000000,701000000.000000,279900000.000000,-74500000.000000,-74500000.000000,-6300000.000000,1000000.000000,72500000.000000,4200000.000000,,279900000.000000
3453,"MATSON, INC.",2013-12-31,1254,31/12/2013,/2013/3453_10K_2013_0001104659-14-014819.json,True,Yes,False,train,,,,2014-02-28,3453__2013,[],2014,0001104659-14-014819,10-K,a13-26914_110k.htm,1,44,1637200000.000000,132600000.000000,,,1402300000.000000,100300000.000000,14400000.000000,22000000.000000,32200000.000000,100300000.000000,1.260000,1.250000,,1248300000.000000,348900000.000000,43000000.000000,114500000.000000,200600000.000000,182300000.000000,57600000.000000,735400000.000000,12500000.000000,74400000.000000,273600000.000000,709500000.000000,338200000.000000,-61100000.000000,-61100000.000000,-61100000.000000,9300000.000000,69700000.000000,2900000.000000,,338200000.000000
3453,"MATSON, INC.",2014-12-31,1254,31/12/2014,/2014/3453_10K_2014_0001104659-15-014988.json,True,Yes,False,train,,,,2015-02-27,3453__2014,[],2015,0001104659-15-014988,10-K,a14-26312_110k.htm,1,966,1714200000.000000,147300000.000000,,,1433500000.000000,140000000.000000,17300000.000000,-29800000.000000,51900000.000000,140000000.000000,1.650000,1.630000,,1401800000.000000,519500000.000000,20500000.000000,293400000.000000,223500000.000000,197600000.000000,64400000.000000,691200000.000000,21600000.000000,118600000.000000,352000000.000000,814500000.000000,363800000.000000,63700000.000000,63700000.000000,63700000.000000,9300000.000000,69700000.000000,2900000.000000,,363800000.000000
3453,"MATSON, INC.",2015-12-31,1254,31/12/2015,/2015/3453_10K_2015_0001104659-16-100342.json,True,Yes,False,test,,,,2016-02-26,3453__2015,[],2016,0001104659-16-100342,10-K,a15-23466_110k.htm,1,880,1884900000.000000,195000000.000000,,,1510100000.000000,196300000.000000,18500000.000000,103000000.000000,74800000.000000,196300000.000000,2.370000,2.340000,241600000.000000,1669800000.000000,277900000.000000,38100000.000000,25500000.000000,297600000.000000,214300000.000000,66400000.000000,860300000.000000,22000000.000000,109300000.000000,407900000.000000,921600000.000000,450600000.000000,-449400000.000000,-449400000.000000,-449400000.000000,29000000.000000,83400000.000000,13500000.000000,,450600000.000000
3453,"MATSON, INC.",2016-12-31,1254,31/12/2016,/2016/3453_10K_2016_0001558370-17-000947.json,True,Yes,False,test,,,,2017-02-24,3453__2016,[],2017,0001558370-17-000947,10-K,matx-20161231x10k.htm,1,812,1941600000.000000,185100000.000000,,,1619100000.000000,153200000.000000,24100000.000000,80500000.000000,48600000.000000,153200000.000000,1.870000,1.850000,323700000.000000,2015500000.000000,274200000.000000,70800000.000000,31200000.000000,279200000.000000,189500000.000000,82400000.000000,949200000.000000,31800000.000000,108500000.000000,707100000.000000,1264800000.000000,471500000.000000,151300000.000000,151300000.000000,151300000.000000,112600000.000000,97100000.000000,4100000.000000,,471500000.000000
3453,"MATSON, INC.",2017-12-31,1254,31/12/2017,/2017/3453_10K_2017_0001558370-18-001004.json,True,Yes,False,test,,,,2018-02-23,3453__2017,[],2018,0001558370-18-001004,10-K,matx-20171231x10k.htm,1,752,2046900000.000000,208500000.000000,,,1717200000.000000,149400000.000000,24200000.000000,232000000.000000,-106800000.000000,149400000.000000,5.410000,5.370000,323700000.000000,2247500000.000000,266000000.000000,51600000.000000,19800000.000000,286300000.000000,194600000.000000,93200000.000000,1165700000.000000,30800000.000000,286300000.000000,826300000.000000,1283000000.000000,678200000.000000,224900000.000000,-276900000.000000,57900000.000000,112600000.000000,101200000.000000,1200000.000000,,678200000.000000
3453,"MATSON, INC.",2018-12-31,1254,31/12/2018,/2018/3453_10K_2018_0001558370-19-001448.json,True,Yes,False,test,,,,2019-03-04,3453__2018,[],2019,0001558370-19-001448,10-K,matx-20181231x10k.htm,1,668,2222800000.000000,220800000.000000,,,2059000000.000000,2600000.000000,18700000.000000,109000000.000000,2600000.000000,163800000.000000,2.550000,2.530000,327800000.000000,2430400000.000000,318400000.000000,75100000.000000,19600000.000000,370800000.000000,223700000.000000,87000000.000000,1366600000.000000,42100000.000000,370800000.000000,814300000.000000,1304300000.000000,755300000.000000,305000000.000000,-260300000.000000,-40000000.000000,112600000.000000,94400000.000000,4100000.000000,,755300000.000000
3453,"MATSON, INC.",2019-12-31,1254,31/12/2019,/2019/3453_10K_2019_0001558370-20-001757.json,True,Yes,False,test,,,,2020-02-28,3453__2019,[],2020,0001558370-20-001757,10-K,matx-20191231x10kddf34b.htm,1,600,2203100000.000000,216800000.000000,,,2074000000.000000,1200000.000000,22500000.000000,82700000.000000,1200000.000000,129100000.000000,1.930000,1.910000,327800000.000000,2845400000.000000,289600000.000000,62500000.000000,21200000.000000,436700000.000000,205900000.000000,76200000.000000,1598100000.000000,235700000.000000,157400000.000000,910000000.000000,157400000.000000,805700000.000000,248800000.000000,-306900000.000000,62000000.000000,248800000.000000,100400000.000000,8500000.000000,,805700000.000000
3453,"MATSON, INC.",2020-12-31,1254,31/12/2020,/2020/3453_10K_2020_0001558370-21-001909.json,True,Yes,False,test,,,,2021-02-26,3453__2020,[],2021,0001558370-21-001909,10-K,matx-20201231x10k.htm,1,521,2383300000.000000,225000000.000000,,,2103000000.000000,6100000.000000,27400000.000000,193100000.000000,6100000.000000,280300000.000000,4.480000,4.440000,327800000.000000,2900600000.000000,305900000.000000,38100000.000000,14400000.000000,511500000.000000,253400000.000000,48700000.000000,1689900000.000000,283100000.000000,165800000.000000,685600000.000000,165800000.000000,961200000.000000,429800000.000000,-177000000.000000,-261500000.000000,429800000.000000,114900000.000000,24700000.000000,,961200000.000000
3499,ALEXANDERS INC,2003-12-31,1257,31/12/2003,/2003/3499_10K_2003_0000950123-04-002709.json,True,Yes,False,train,1992-05-15,,,2004-03-02,3499__2003,[],2004,0000950123-04-002709,10-K,y94692e10vk.txt,0,442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2004-12-31,1257,31/12/2004,/2004/3499_10K_2004_0000950123-05-002232.json,True,Yes,False,train,1992-05-15,,,2005-02-25,3499__2004,[],2005,0000950123-05-002232,10-K,y06040e10vk.txt,0,421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2005-12-31,1257,31/12/2005,/2005/3499_10K_2005_0001047469-06-002476.json,True,Yes,False,train,1992-05-15,,,2006-02-27,3499__2005,[],2006,0001047469-06-002476,10-K,a2167884z10-k.htm,0,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2006-12-31,1257,31/12/2006,/2006/3499_10K_2006_0000003499-07-000009.json,True,Yes,False,train,1992-05-15,,,2007-02-26,3499__2006,[],2007,0000003499-07-000009,10-K,alx10k.htm,0,376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2007-12-31,1257,31/12/2007,/2007/3499_10K_2007_0000003499-08-000003.json,True,Yes,False,train,1992-05-15,,,2008-02-25,3499__2007,[],2008,0000003499-08-000003,10-K,alx_10k-022408.htm,0,356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2008-12-31,1257,31/12/2008,/2008/3499_10K_2008_0000003499-09-000002.json,True,Yes,False,train,1992-05-15,,,2009-02-23,3499__2008,[],2009,0000003499-09-000002,10-K,alx_10k-022109.htm,0,318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2009-12-31,1257,31/12/2009,/2009/3499_10K_2009_0000003499-10-000002.json,True,Yes,False,train,1992-05-15,,,2010-02-22,3499__2009,[],2010,0000003499-10-000002,10-K,alx10k09v2.htm,0,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2010-12-31,1257,31/12/2010,/2010/3499_10K_2010_0000003499-11-000003.json,True,Yes,False,train,1992-05-15,,,2011-02-22,3499__2010,[],2011,0000003499-11-000003,10-K,alx10k2010.htm,0,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3499,ALEXANDERS INC,2011-12-31,1257,31/12/2011,/2011/3499_10K_2011_0000003499-12-000005.json,True,Yes,False,train,1992-05-15,,,2012-02-27,3499__2011,[],2012,0000003499-12-000005,10-K,alx10k2011.htm,1,266,254252000.000000,4357000.000000,,,174634000.000000,130928000.000000,52659000.000000,79423000.000000,-105000.000000,81046000.000000,15.550000,15.550000,,1771307000.000000,,1771307000.000000,88769000.000000,5000000.000000,1039000.000000,,,1330932000.000000,1213000.000000,,1213000.000000,358800000.000000,92514000.000000,383000.000000,16502000.000000,0.000000,37086000.000000,,,363245000.000000
3499,ALEXANDERS INC,2012-12-31,1257,31/12/2012,/2012/3499_10K_2012_0000003499-13-000006.json,True,Yes,False,train,1992-05-15,,,2013-02-26,3499__2012,[],2013,0000003499-13-000006,10-K,alx201210k.htm,1,240,191312000.000000,5162000.000000,,,134847000.000000,95580000.000000,45652000.000000,674387000.000000,64000.000000,674993000.000000,,,,1481810000.000000,,1481810000.000000,90395000.000000,0.000000,2219000.000000,,,1065916000.000000,3675000.000000,,3675000.000000,332153000.000000,109707000.000000,710077000.000000,-973007000.000000,0.000000,36363000.000000,,,332153000.000000
3499,ALEXANDERS INC,2013-12-31,1257,31/12/2013,/2013/3499_10K_2013_0000003499-14-000005.json,True,Yes,False,train,1992-05-15,,,2014-02-24,3499__2013,[],2014,0000003499-14-000005,10-K,alx201310k.htm,1,222,196459000.000000,5281000.000000,,,135908000.000000,97516000.000000,44540000.000000,56915000.000000,-160000.000000,56915000.000000,,,,1457724000.000000,,1457724000.000000,90044000.000000,31522000.000000,1993000.000000,,,1049959000.000000,3427000.000000,,3427000.000000,333581000.000000,73883000.000000,-7320000.000000,-72241000.000000,1084000.000000,31395000.000000,,,333581000.000000
3499,ALEXANDERS INC,2014-12-31,1257,31/12/2014,/2014/3499_10K_2014_0000003499-15-000003.json,True,Yes,False,train,1992-05-15,,,2015-02-17,3499__2014,[],2015,0000003499-15-000003,10-K,alx201410k.htm,1,201,200814000.000000,5032000.000000,,,136628000.000000,96689000.000000,32068000.000000,67925000.000000,-341000.000000,67925000.000000,,,,1423216000.000000,,1423216000.000000,84602000.000000,24998000.000000,1544000.000000,,,1032780000.000000,2988000.000000,,2988000.000000,348399000.000000,-87870000.000000,-87870000.000000,-87870000.000000,13529000.000000,31919000.000000,,,348399000.000000
3499,ALEXANDERS INC,2015-12-31,1257,31/12/2015,/2015/3499_10K_2015_0000003499-16-000034.json,True,Yes,False,test,1992-05-15,,,2016-02-16,3499__2015,[],2016,0000003499-16-000034,10-K,alex10k2015.htm,1,175,207915000.000000,5406000.000000,,,138688000.000000,95205000.000000,24239000.000000,76907000.000000,8000.000000,95205000.000000,,,,1447808000.000000,,1447808000.000000,85307000.000000,0.000000,918000.000000,,,1053262000.000000,2957000.000000,,2957000.000000,352880000.000000,-48839000.000000,-48839000.000000,-48839000.000000,10139000.000000,33671000.000000,,,352880000.000000
3499,ALEXANDERS INC,2016-12-31,1257,31/12/2016,/2016/3499_10K_2016_0000003499-17-000004.json,True,Yes,False,test,1992-05-15,,,2017-02-13,3499__2016,[],2017,0000003499-17-000004,10-K,alex10k2016.htm,1,155,226936000.000000,5436000.000000,,,151444000.000000,105461000.000000,22241000.000000,86477000.000000,48000.000000,105461000.000000,,,,1451230000.000000,,1451230000.000000,85752000.000000,37918000.000000,1473000.000000,,,1052359000.000000,2929000.000000,,2929000.000000,352845000.000000,-85292000.000000,-85292000.000000,-85292000.000000,322000.000000,36374000.000000,,,352845000.000000
3499,ALEXANDERS INC,2017-12-31,1257,31/12/2017,/2017/3499_10K_2017_0000003499-18-000006.json,True,Yes,False,test,1992-05-15,,,2018-02-12,3499__2017,[],2018,0000003499-18-000006,10-K,alx10-k123117.htm,1,136,230574000.000000,5252000.000000,,,152857000.000000,105270000.000000,31474000.000000,80509000.000000,3000.000000,105270000.000000,,,,1632395000.000000,,1632395000.000000,85743000.000000,35156000.000000,1501000.000000,198537000.000000,,1240222000.000000,2901000.000000,,2901000.000000,343955000.000000,97146000.000000,97146000.000000,97146000.000000,705000.000000,38681000.000000,,,343955000.000000
3499,ALEXANDERS INC,2018-12-31,1257,31/12/2018,/2018/3499_10K_2018_0000003499-19-000004.json,True,Yes,False,test,1992-05-15,,,2019-02-11,3499__2018,[],2019,0000003499-19-000004,10-K,alx10-k123118.htm,1,118,232825000.000000,5339000.000000,,,152795000.000000,100622000.000000,44533000.000000,32844000.000000,4000.000000,100622000.000000,,,,1481257000.000000,,1481257000.000000,6439000.000000,23166000.000000,671000.000000,195708000.000000,,1161534000.000000,3034000.000000,,3034000.000000,285092000.000000,73538000.000000,-1137000.000000,-176185000.000000,631000.000000,38499000.000000,,,285092000.000000
3499,ALEXANDERS INC,2019-12-31,1257,31/12/2019,/2019/3499_10K_2019_0000003499-20-000005.json,True,Yes,False,test,1992-05-15,,,2020-02-18,3499__2019,[],2020,0000003499-20-000005,10-K,alx10-k123119.htm,1,100,226350000.000000,5772000.000000,,,126861000.000000,89738000.000000,38901000.000000,60075000.000000,,60075000.000000,,,,1265511000.000000,,1265511000.000000,15914000.000000,14409000.000000,6092000.000000,,,970961000.000000,7853000.000000,,7853000.000000,253515000.000000,126070000.000000,-9449000.000000,-92139000.000000,3191000.000000,36515000.000000,,,253515000.000000
3499,ALEXANDERS INC,2020-12-31,1257,31/12/2020,/2020/3499_10K_2020_0000003499-21-000005.json,True,Yes,False,test,1992-05-15,,,2021-02-16,3499__2020,[],2021,0000003499-21-000005,10-K,alx-20201231.htm,1,78,199142000.000000,6307000.000000,,,127067000.000000,88403000.000000,24204000.000000,41939000.000000,,41939000.000000,,,,1404138000.000000,,1404138000.000000,21167000.000000,6024000.000000,8116000.000000,,,1156170000.000000,7882000.000000,,7882000.000000,203228000.000000,78066000.000000,-32460000.000000,90294000.000000,4955000.000000,35121000.000000,,,203228000.000000
3545,ALICO INC,2004-08-31,1266,31/08/2004,/2004/3545_10K_2004_0000003545-04-000081.json,True,Yes,False,train,,,,2004-11-15,3545__2004,[],2004,0000003545-04-000081,10-K,alico10k83104.htm,0,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,ALICO INC,2007-08-31,1266,31/08/2007,/2007/3545_10K_2007_0001362310-07-003012.json,True,Yes,False,train,,,,2007-11-14,3545__2007,[],2007,0001362310-07-003012,10-K,c71573e10vk.htm,0,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,ALICO INC,2008-09-30,1266,30/09/2008,/2008/3545_10K_2008_0001362310-08-008222.json,True,Yes,False,train,,,,2008-12-15,3545__2008,[],2008,0001362310-08-008222,10-K,c78221e10vk.htm,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3545,ALICO INC,2015-09-30,1266,30/09/2015,/2015/3545_10K_2015_0000003545-15-000102.json,True,Yes,False,train,,,,2015-12-10,3545__2015,[],2015,0000003545-15-000102,10-K,alco-93015x10k.htm,1,565,153119000.000000,16894000.000000,35953000.000000,6193000.000000,4808000.000000,-177000.000000,8373000.000000,15733000.000000,7579000.000000,15764000.000000,1.960000,1.960000,2246000.000000,460580000.000000,70680000.000000,1838000.000000,7360000.000000,23633000.000000,4252000.000000,55142000.000000,381667000.000000,4022000.000000,23633000.000000,0.000000,4134000.000000,172792000.000000,130873000.000000,-228000.000000,130873000.000000,-1183000.000000,14637000.000000,105363000.000000,,177599000.000000
3545,ALICO INC,2016-09-30,1266,30/09/2016,/2016/3545_10K_2016_0000003545-16-000188.json,True,Yes,False,test,,,,2016-12-06,3545__2016,[],2016,0000003545-16-000188,10-K,alco-93016x10k.htm,1,509,144196000.000000,13213000.000000,35059000.000000,,,-91000.000000,9893000.000000,6959000.000000,-9366000.000000,6993000.000000,0.840000,0.840000,2246000.000000,458662000.000000,73108000.000000,2261000.000000,6625000.000000,18731000.000000,4740000.000000,58469000.000000,379247000.000000,5975000.000000,18731000.000000,5000000.000000,4198000.000000,173490000.000000,4000.000000,-13034000.000000,-16172000.000000,4000.000000,15382000.000000,799000.000000,,178263000.000000
3545,ALICO INC,2017-09-30,1266,30/09/2017,/2017/3545_10K_2017_0000003545-17-000091.json,True,Yes,False,test,,,,2017-12-11,3545__2017,[],2017,0000003545-17-000091,10-K,alco-93017x10k.htm,1,463,129829000.000000,15024000.000000,8930000.000000,,,-140000.000000,9141000.000000,-9496000.000000,-7248000.000000,-9451000.000000,-1.140000,-1.140000,2246000.000000,419182000.000000,66489000.000000,1621000.000000,3395000.000000,15983000.000000,4286000.000000,36204000.000000,349337000.000000,3192000.000000,15983000.000000,0.000000,4123000.000000,160641000.000000,0.000000,-10085000.000000,-21374000.000000,0.000000,15226000.000000,760000.000000,,165369000.000000
3545,ALICO INC,2018-09-30,1266,30/09/2018,/2018/3545_10K_2018_0000003545-18-000108.json,True,Yes,False,test,,,,2018-12-06,3545__2018,[],2018,0000003545-18-000108,10-K,alco-93018x10k.htm,1,385,81281000.000000,15058000.000000,25593000.000000,,,136000.000000,8561000.000000,13050000.000000,2655000.000000,12800000.000000,1.590000,1.570000,2246000.000000,423422000.000000,72240000.000000,2012000.000000,7000000.000000,21498000.000000,2544000.000000,41033000.000000,340403000.000000,3764000.000000,21498000.000000,2685000.000000,4052000.000000,172117000.000000,19055000.000000,0.000000,-12637000.000000,1361000.000000,13756000.000000,37969000.000000,,177595000.000000
