accession_number,isXBRL,cost_of_goods_sold,operating_expenses,operating_income,earnings_per_share_basic,earnings_per_share_diluted,pretax_income,net_income,income_taxes,interest_expense,revenue,sga_expenses,accounts_payable,accounts_receivable,current_liabilities,noncurrent_liabilities,property_plant_and_equipment_net,assets,noncurrent_assets,current_assets,short_term_investments,long_term_debt,cash_and_cash_equivalents,liabilities,inventory,cash_end_of_period,depreciation_and_amortization,net_cash_from_financing_activities,net_cash_from_operating_activities,net_cash_from_investing_activities,capital_expenditures,stockholders_equity,goodwill,gross_profit,accumulated_other_comprehensive_income
0001564590-18-005085,1,CostOfGoodsAndServicesSold,OtherCostAndExpenseOperating,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,NotesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,RestrictedCashAndCashEquivalents,StockholdersEquity,InventoryNet,ProceedsFromRepaymentsOfRestrictedCashFinancingActivities,DepreciationDepletionAndAmortization,SaleLeasebackTransactionGrossProceedsFinancingActivities,PaymentsOfContingentConsiderationRelatedToAcquisitionsOperatingActivities,NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,AccumulatedOtherComprehensiveIncomeLossNetOfTax
0001564590-19-006619,1,CostOfGoodsAndServicesSold,OtherCostAndExpenseOperating,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,OtherNonoperatingIncomeExpense,OtherCostAndExpenseOperating,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,NotesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,DepreciationDepletionAndAmortization,SaleLeasebackTransactionNetProceedsFinancingActivities,PaymentsOfContingentConsiderationRelatedToAcquisitionsOperatingActivities,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,AccumulatedOtherComprehensiveIncomeLossNetOfTax
0001564590-20-008551,1,CostOfGoodsAndServicesSold,OtherCostAndExpenseOperating,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,OtherNonoperatingIncomeExpense,OtherCostAndExpenseOperating,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,NotesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,DepreciationDepletionAndAmortization,SaleLeasebackTransactionNetProceedsFinancingActivities,PaymentsOfContingentConsiderationRelatedToAcquisitionsOperatingActivities,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,AccumulatedOtherComprehensiveIncomeLossNetOfTax
0001564590-21-010416,1,CostOfGoodsAndServicesSold,OtherCostAndExpenseOperating,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,OtherCostAndExpenseOperating,RevenueFromContractWithCustomerExcludingAssessedTax,SellingGeneralAndAdministrativeExpense,AccountsPayableAndAccruedLiabilitiesCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,ProceedsFromDivestitureOfBusinessesNetOfCashDivested,DepreciationDepletionAndAmortization,SaleLeasebackTransactionNetProceedsFinancingActivities,PaymentsOfContingentConsiderationRelatedToAcquisitionsOperatingActivities,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,AccumulatedOtherComprehensiveIncomeLossNetOfTax
0000859163-12-000024,1,CostOfGoodsAndServicesSold,,OtherOperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,OtherLiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,LongTermInvestments,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,Goodwill,GrossProfit,
0000859163-14-000035,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,LongTermInvestments,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000859163-15-000024,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,LongTermInvestments,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000859163-16-000079,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,InterestExpense,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,LongTermInvestments,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000859163-17-000028,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,,SalesRevenueNet,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,LongTermInvestments,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,NetCashProvidedByUsedInInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001437749-18-010388,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,,Revenues,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0001437749-19-010375,1,CostOfGoodsAndServicesSold,,OtherNonoperatingIncomeExpense,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,OperatingIncomeLoss,OtherNonoperatingIncomeExpense,,RevenueFromContractWithCustomerIncludingAssessedTax,SellingGeneralAndAdministrativeExpense,TaxesPayableCurrent,AccountsReceivableNetCurrent,LiabilitiesCurrent,LiabilitiesNoncurrent,PropertyPlantAndEquipmentNet,Assets,PrepaidExpenseAndOtherAssetsCurrent,AssetsCurrent,ShortTermInvestments,,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,InventoryNet,PaymentsToAcquireBusinessesNetOfCashAcquired,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,ProceedsFromSaleOfPropertyPlantAndEquipment,StockholdersEquity,Goodwill,GrossProfit,
0000950123-11-015421,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,NetIncomeLoss,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,TotalDeferredCreditsAndOtherLiabilities,TotalDeferredCreditsAndOtherLiabilities,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsNoncurrent,AssetsCurrent,RealEstateInvestments,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,TotalDeferredCreditsAndOtherLiabilities,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0001104659-12-012301,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,TotalDeferredCreditsAndOtherLiabilities,TotalDeferredCreditsAndOtherLiabilities,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,TotalDeferredCreditsAndOtherLiabilities,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0001104659-13-012982,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,TotalDeferredCreditsAndOtherLiabilities,TotalDeferredCreditsAndOtherLiabilities,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,LongTermDebtNoncurrent,CashAndCashEquivalentsAtCarryingValue,TotalDeferredCreditsAndOtherLiabilities,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0001104659-14-012068,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-15-000013,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,CapitalExpendituresIncurredButNotYetPaid,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-16-000087,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,CapitalExpendituresIncurredButNotYetPaid,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-17-000010,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,CapitalExpendituresIncurredButNotYetPaid,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-18-000018,1,CostOfServicesDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,SalesRevenueNet,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,ProceedsFromPaymentsForOtherFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,CapitalExpendituresIncurredButNotYetPaid,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-19-000019,1,CostOfGoodsAndServicesSold,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,Revenues,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,CapitalExpendituresIncurredButNotYetPaid,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-20-000017,1,CostOfGoodsAndServicesSoldDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,Revenues,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PropertyPlantAndEquipmentNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
0000764622-21-000013,1,CostOfGoodsAndServicesSoldDepreciationAndAmortization,UtilitiesOperatingExpenseMaintenanceAndOperations,OtherNonoperatingIncome,EarningsPerShareBasic,EarningsPerShareDiluted,IncomeTaxExpenseBenefit,ProfitLoss,NonoperatingIncomeExpense,OtherCostAndExpenseOperating,Revenues,,TaxesPayableCurrent,AllowanceForDoubtfulAccountsReceivableCurrent,RegulatoryLiabilityCurrent,RegulatoryLiabilityCurrent,PublicUtilitiesPropertyPlantAndEquipmentSaleLeasebackNet,Assets,RegulatoryAssetsCurrent,AssetsCurrent,LiabilitiesCurrent,OtherLongTermDebtCurrent,CashAndCashEquivalentsAtCarryingValue,StockholdersEquity,OtherInventorySupplies,NetCashProvidedByUsedInOperatingActivities,DepreciationDepletionAndAmortization,NetCashProvidedByUsedInFinancingActivities,NetCashProvidedByUsedInOperatingActivities,PaymentsForProceedsFromOtherInvestingActivities,,StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,,,
